source_file,source_header,bulgarian_header,technical_hidden_by_default,unexpected_ascii_words,forbidden_tokens,pass
reports/v43_1_interval_rhythm_refined_scores.csv,hits_in_next_5_window,Познати числа в следващ 5 прозорец,False,,,True
reports/v43_1_interval_rhythm_refined_scores.csv,z_score_vs_average_interval,Z-оценка спрямо средния интервал,False,,,True
reports/v43_1_interval_rhythm_refined_scores.csv,above_median_ratio,Над медианен коефициент,False,,,True
reports/v43_1_interval_rhythm_refined_scores.csv,due_score,Дължимост оценка,False,,,True
reports/v43_1_interval_rhythm_refined_scores.csv,closeness_to_median_score,Близост до медианен оценка,False,,,True
reports/v43_1_interval_rhythm_refined_scores.csv,regularity_score,Регулярност оценка,False,,,True
reports/v43_1_interval_rhythm_refined_scores.csv,reliability_score,Оценка за надеждност,False,,,True
reports/v43_1_interval_rhythm_refined_scores.csv,frequency_support_score,Честотен подкрепа оценка,False,,,True
reports/v43_1_interval_rhythm_refined_scores.csv,balanced_rhythm_score,Балансиран ритъм оценка,False,,,True
reports/v43_1_interval_rhythm_refined_scores.csv,next_window_score,Следващ прозорец оценка,False,,,True
reports/v43_1_interval_rhythm_refined_scores.csv,overdue_score,Оценка за просрочване,False,,,True
reports/v43_1_interval_rhythm_refined_scores.csv,final_rhythm_score,Краен ритъм оценка,False,,,True
reports/v43_1_interval_rhythm_refined_scores.csv,rhythm_status,Ритъм статус,False,,,True
reports/v43_1_interval_rhythm_refined_scores.csv,beyond_historical_gap,Извън исторически интервал,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,final_ensemble_score,Краен ансамбъл оценка,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,v42_combined_score,V42 комбиниран оценка,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,v42_positive_signal,V42 Положително сигнал,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,v42_absence_risk,V42 отсъствие риск,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,v42_absence_safety,V42 отсъствие безопасност,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,rhythm_final_score,Ритъм краен оценка,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,rhythm_next_window_score,Ритъм следващ прозорец оценка,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,rhythm_overdue_score,Ритъм просрочване оценка,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,rhythm_balanced_score,Ритъм балансиран оценка,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,rules_score,Правила оценка,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,v41_vote_score,V41 глас оценка,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,consensus_hits,Съгласие познати числа,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,consensus_score,Съгласие оценка,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,model_agreement_score,Модел съгласие оценка,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,hits_last_100,Познати числа последен 100,False,,,True
reports/v44_1_final_ensemble_number_scores.csv,hits_last_250,Познати числа последен 250,False,,,True
reports/v45_backtest_by_model.csv,test_events,Тест Събития,False,,,True
reports/v45_backtest_by_model.csv,average_hits_top6,Средно познати числа водещи 6,False,,,True
reports/v45_backtest_by_model.csv,median_hits_top6,Медианен познати числа водещи 6,False,,,True
reports/v45_backtest_by_model.csv,max_hits_top6,Най-висок познати числа водещи 6,False,,,True
reports/v45_backtest_by_model.csv,hit_distribution,Попадение разпределение,False,,,True
reports/v45_backtest_by_model.csv,events_with_3plus_hits,Тиражи с поне 3 попадения,False,,,True
reports/v45_backtest_by_model.csv,events_with_4plus_hits,Тиражи с поне 4 попадения,False,,,True
reports/v45_backtest_by_model.csv,events_with_5plus_hits,Тиражи с поне 5 попадения,False,,,True
reports/v45_backtest_by_model.csv,events_with_6_hits,Събития с 6 познати числа,False,,,True
reports/v45_feature_importance.csv,feature,Характеристика,False,,,True
reports/v45_feature_importance.csv,importance,Важност,False,,,True
reports/v45_feature_importance.csv,signed_value,Със знак стойност,False,,,True
reports/v50_group_scores.csv,group,Група,False,,,True
reports/v50_group_scores.csv,count,Брой,False,,,True
reports/v50_group_scores.csv,recent_count,Последни брой,False,,,True
reports/v50_group_scores.csv,last_seen_index,Последна поява,False,,,True
reports/v50_group_scores.csv,gap,Интервал,False,,,True
reports/v50_group_scores.csv,frequency_score,Честотен оценка,False,,,True
reports/v50_group_scores.csv,recency_score,Скорошна активност оценка,False,,,True
reports/v50_group_scores.csv,group_score,Група оценка,False,,,True
reports/v50_pair_scores.csv,pair_score,Двойка оценка,False,,,True
reports/v50_pair_scores.csv,watch_score,Наблюдение оценка,False,,,True
reports/v51_current_pro_ticket_score.csv,combination,Комбинация,False,,,True
reports/v51_current_pro_ticket_score.csv,combo_score,Комбинация оценка,False,,,True
reports/v51_current_pro_ticket_score.csv,pair_average,Двойка средно,False,,,True
reports/v51_current_pro_ticket_score.csv,strong_pairs,Силни двойки,False,,,True
reports/v51_current_pro_ticket_score.csv,group_average,Група средно,False,,,True
reports/v51_current_pro_ticket_score.csv,strong_groups,Силни групи,False,,,True
reports/v51_current_pro_ticket_score.csv,range_span,Диапазон обхват,False,,,True
reports/v51_current_pro_ticket_score.csv,consecutive_pairs,Последователни двойки,False,,,True
reports/v55_number_profiles.csv,profile_score,Оценка на профила,False,,,True
reports/v55_number_profiles.csv,band,Диапазон,False,,,True
reports/v55_number_profiles.csv,expected_appearances,Очакван появявания,False,,,True
reports/v55_number_profiles.csv,appearance_vs_expected_ratio,Съотношение между наблюдавано и очаквано,False,,,True
reports/v55_number_profiles.csv,draw_frequency_pct,Тираж честотен %,False,,,True
reports/v55_number_profiles.csv,draws_since_last_seen,Тиражи от последната поява,False,,,True
reports/v55_number_profiles.csv,recent_50,Появявания в последните 50 тиража,False,,,True
reports/v55_number_profiles.csv,recent_100,Появявания в последните 100 тиража,False,,,True
reports/v55_number_profiles.csv,recent_250,Последни 250,False,,,True
reports/v55_number_profiles.csv,recent_500,Последни 500,False,,,True
reports/v55_number_profiles.csv,interval_stability_score,Оценка за устойчивост на интервала,False,,,True
reports/v55_number_profiles.csv,top_pairs,Водещ двойки,False,,,True
reports/v55_number_profiles.csv,top_triples,Водещ тройки,False,,,True
reports/v57_hot_cold_stable_numbers.csv,main_group,Основна група,False,,,True
reports/v57_hot_cold_stable_numbers.csv,categories,Категории,False,,,True
reports/v57_hot_cold_stable_numbers.csv,historical_strength_score,Исторически сила оценка,False,,,True
reports/v57_hot_cold_stable_numbers.csv,recent_activity_score,Последни активност оценка,False,,,True
reports/v57_hot_cold_stable_numbers.csv,stability_score,Устойчивост оценка,False,,,True
reports/v57_hot_cold_stable_numbers.csv,recent_50_ratio,Последни 50 коефициент,False,,,True
reports/v57_hot_cold_stable_numbers.csv,recent_100_ratio,Последни 100 коефициент,False,,,True
reports/v57_hot_cold_stable_numbers.csv,recent_250_ratio,Последни 250 коефициент,False,,,True
reports/v57_hot_cold_stable_numbers.csv,current_gap_ratio,Коефициент на текущия интервал,False,,,True
reports/v58_smart_ensemble_scores_sample.csv,query_index,Заявка номер,False,,,True
reports/v58_smart_ensemble_scores_sample.csv,is_valid,Е валиден,False,,,True
reports/v58_smart_ensemble_scores_sample.csv,final_score,Крайна оценка,False,,,True
reports/v58_smart_ensemble_scores_sample.csv,pattern_score,Оценка на шаблона,False,,,True
reports/v58_smart_ensemble_scores_sample.csv,coverage_score,Оценка на покритието,False,,,True
reports/v58_smart_ensemble_scores_sample.csv,number_profile_score,Оценка на профила на числата,False,,,True
reports/v58_smart_ensemble_scores_sample.csv,hot_cold_balance_score,Оценка на баланса между активни и неактивни числа,False,,,True
reports/v58_smart_ensemble_scores_sample.csv,similarity_context_score,Оценка на сходството,False,,,True
reports/v59_smart_ticket_builder_2_sample.csv,ticket_index,Фиш номер,False,,,True
reports/v61_latest_draw_closest_previous_draws.csv,draw_numbers_text,Тираж числа текст,False,,,True
reports/v61_latest_draw_closest_previous_draws.csv,matching_numbers_text,Съвпадащи числа,False,,,True
reports/v61_latest_draw_closest_previous_draws.csv,different_query_numbers_text,Различни заявка числа текст,False,,,True
reports/v61_model_signal_hits.csv,source_bg,Източник,False,,,True
reports/v61_model_signal_hits.csv,candidate_label,Кандидат наименование,False,,,True
reports/v61_model_signal_hits.csv,candidate_text,Кандидат текст,False,,,True
reports/v61_model_signal_hits.csv,missing_numbers_text,Липсващи числа текст,False,,,True
reports/v62_latest_model_performance.csv,model_name,Модел,False,,,True
reports/v62_latest_model_performance.csv,source_exists,Източник наличен,False,,,True
reports/v62_latest_model_performance.csv,candidate_count,Кандидат брой,False,,,True
reports/v62_latest_model_performance.csv,best_hits,Най-добър резултат,False,,,True
reports/v62_latest_model_performance.csv,coverage_percent,Покритие (%),False,,,True
reports/v62_latest_model_performance.csv,best_candidate,Най-добър кандидат,False,,,True
reports/v62_latest_model_performance.csv,hit_numbers,Попадение числа,False,,,True
reports/v62_model_performance_history.csv,draw_numbers,Тираж числа,False,,,True
reports/v62_model_performance_history.csv,updated_at,Обновено на,False,,,True
reports/v63_model_reliability_scores.csv,rank,Класиране,False,,,True
reports/v63_model_reliability_scores.csv,tracked_draws,Проследени тиражи,False,,,True
reports/v63_model_reliability_scores.csv,average_hits,Средно познати числа,False,,,True
reports/v63_model_reliability_scores.csv,max_hits,Най-висок познати числа,False,,,True
reports/v63_model_reliability_scores.csv,min_hits,Минимален познати числа,False,,,True
reports/v63_model_reliability_scores.csv,std_hits,Стандартно отклонение познати числа,False,,,True
reports/v63_model_reliability_scores.csv,hit_rate_1_plus,Попадение дял 1 или повече,False,,,True
reports/v63_model_reliability_scores.csv,hit_rate_2_plus,Дял с поне 2 попадения,False,,,True
reports/v63_model_reliability_scores.csv,hit_rate_3_plus,Дял с поне 3 попадения,False,,,True
reports/v63_model_reliability_scores.csv,hit_rate_4_plus,Попадение дял 4 или повече,False,,,True
reports/v63_model_reliability_scores.csv,consistency_score,Оценка за последователност,False,,,True
reports/v65_model_weights.csv,confidence_factor,Доверие коефициент,False,,,True
reports/v65_model_weights.csv,base_score,Базова оценка,False,,,True
reports/v65_model_weights.csv,adjusted_score,Коригирана оценка,False,,,True
reports/v65_model_weights.csv,adaptive_weight,Адаптивен тегло,False,,,True
reports/v65_model_weights.csv,adaptive_weight_percent,Адаптивен тегло %,False,,,True
reports/v65_model_weights.csv,source_status,Източник статус,False,,,True
reports/v66_weighted_smart_ensemble_scores.csv,weighted_score,Претеглен оценка,False,,,True
reports/v66_weighted_smart_ensemble_scores.csv,weighted_score_percent,Претеглен оценка %,False,,,True
reports/v66_weighted_smart_ensemble_scores.csv,source_count,Източник брой,False,,,True
reports/v66_weighted_smart_ensemble_scores.csv,top_sources,Водещ източници,False,,,True
reports/v67_weighted_ticket_builder_tickets.csv,strategy_label,Наименование на стратегията,False,,,True
reports/v67_weighted_ticket_builder_tickets.csv,average_weighted_score,Средно претеглен оценка,False,,,True
reports/v67_weighted_ticket_builder_tickets.csv,total_weighted_score,Общо претеглен оценка,False,,,True
reports/v67_weighted_ticket_builder_tickets.csv,min_number,Минимален число,False,,,True
reports/v67_weighted_ticket_builder_tickets.csv,max_number,Най-висок число,False,,,True
reports/v67_weighted_ticket_builder_tickets.csv,number_range,Диапазон на числата,False,,,True
reports/v67_weighted_ticket_builder_tickets.csv,sum_numbers,Сума числа,False,,,True
reports/v67_weighted_ticket_builder_tickets.csv,decade_count,Десетилетие брой,False,,,True
reports/v67_weighted_ticket_builder_tickets.csv,max_overlap_with_previous,Най-висок припокриване с предишен,False,,,True
reports/v67_weighted_ticket_builder_tickets.csv,historical_exact_match,Точно историческо съвпадение,False,,,True
reports/v67_weighted_ticket_builder_tickets.csv,balance_status,Състояние на баланса,False,,,True
reports/v67_weighted_ticket_builder_tickets.csv,risk_note,Риск бележка,False,,,True
reports/v67_weighted_ticket_builder_tickets.csv,strategy_description,Стратегия описание,False,,,True
reports/v68_weighted_portfolio_coverage.csv,step66_rank,Етап 66 класиране,False,,,True
reports/v68_weighted_portfolio_coverage.csv,covered_count,Покрити брой,False,,,True
reports/v68_weighted_portfolio_coverage.csv,number_group,Число група,False,,,True
reports/v68_weighted_portfolio_coverage.csv,coverage_status,Покритие статус,False,,,True
reports/v68_weighted_portfolio_coverage.csv,step66_status,Етап 66 статус,False,,,True
reports/v68_weighted_portfolio_overlaps.csv,ticket_a,Фиш А,False,,,True
reports/v68_weighted_portfolio_overlaps.csv,ticket_b,Фиш Б,False,,,True
reports/v68_weighted_portfolio_overlaps.csv,overlap,Припокриване,False,,,True
reports/v68_weighted_portfolio_overlaps.csv,shared_numbers,Общи числа,False,,,True
reports/v68_weighted_portfolio_repeated_triples.csv,triple,Тройка,False,,,True
reports/v68_weighted_portfolio_tickets.csv,average_step66_score,Средно етап 66 оценка,False,,,True
reports/v68_weighted_portfolio_tickets.csv,average_step67_score,Средно етап 67 оценка,False,,,True
reports/v68_weighted_portfolio_tickets.csv,unique_help_count,Уникални помощ брой,False,,,True
reports/v68_weighted_portfolio_tickets.csv,top20_numbers_count,Водещите 20 числа брой,False,,,True
reports/v68_weighted_portfolio_tickets.csv,max_overlap_with_other_ticket,Най-висок припокриване с други фиш,False,,,True
reports/v68_weighted_portfolio_tickets.csv,average_overlap_with_other_tickets,Средно припокриване с други фишове,False,,,True
reports/v68_weighted_portfolio_tickets.csv,portfolio_contribution_score,Портфейл принос оценка,False,,,True
reports/v69_candidate_portfolio_tickets.csv,changed,Променено,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,current_numbers,Текущ числа,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,suggested_numbers,Предложени числа,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,remove_number,Премахни число,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,add_number,Добави число,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,remove_step66_rank,Премахни етап 66 класиране,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,add_step66_rank,Добави етап 66 класиране,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,remove_step66_score,Премахни етап 66 оценка,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,add_step66_score,Добави етап 66 оценка,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,portfolio_score_before,Портфейл оценка преди,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,portfolio_score_after,Портфейл оценка след,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,portfolio_score_delta,Портфейл оценка промяна,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,unique_coverage_before,Уникални покритие преди,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,unique_coverage_after,Уникални покритие след,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,top20_coverage_before,Водещите 20 покритие преди,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,top20_coverage_after,Водещите 20 покритие след,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,repeated_pairs_before,Повтарящи се двойки преди,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,repeated_pairs_after,Повтарящи се двойки след,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,repeated_triples_before,Повтарящи се тройки преди,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,repeated_triples_after,Повтарящи се тройки след,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,max_overlap_before,Най-висок припокриване преди,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,max_overlap_after,Най-висок припокриване след,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,expected_gain_score,Очакван подобрение оценка,False,,,True
reports/v69_portfolio_improvement_suggestions.csv,recommendation_strength,Препоръка сила,False,,,True
reports/v70_applied_candidate_portfolio_changes.csv,removed_numbers,Премахнати числа,False,,,True
reports/v70_applied_candidate_portfolio_changes.csv,added_numbers,Добавени числа,False,,,True
reports/v70_applied_candidate_portfolio_changes.csv,original_numbers,Първоначални числа,False,,,True
reports/v70_applied_candidate_portfolio_changes.csv,applied_numbers,Приложен числа,False,,,True
reports/v70_applied_candidate_portfolio_changes.csv,average_score_delta,Средна промяна на оценката,False,,,True
reports/v70_original_vs_candidate_portfolio.csv,candidate_numbers,Кандидат числа,False,,,True
reports/v70_original_vs_candidate_portfolio.csv,original_average_step66_score,Първоначални средно етап 66 оценка,False,,,True
reports/v70_original_vs_candidate_portfolio.csv,candidate_average_step66_score,Кандидат средно етап 66 оценка,False,,,True
reports/v71_ticket_pack.csv,combination_id,Комбинация идентификатор,False,,,True
reports/v71_ticket_pack.csv,physical_ticket_id,Хартиен фиш идентификатор,False,,,True
reports/v71_ticket_pack.csv,combination_in_ticket,Комбинация във фиша,False,,,True
reports/v71_ticket_pack.csv,combination_label,Комбинация наименование,False,,,True
reports/v71_ticket_pack.csv,numbers_display,Числа,False,,,True
reports/v72_pipeline_refresh_plan.csv,name,Наименование,False,,,True
reports/v72_pipeline_refresh_plan.csv,script,Скрипт,False,,,True
reports/v72_pipeline_refresh_plan.csv,script_exists,Скрипт наличен,False,,,True
reports/v72_pipeline_refresh_plan.csv,outputs,Изходи,False,,,True
reports/v72_pipeline_refresh_plan.csv,outputs_ok,Изходи изрядно,False,,,True
reports/v72_pipeline_refresh_plan.csv,latest_output_mtime,Последна промяна на изхода,False,,,True
reports/v72_pipeline_refresh_plan.csv,run_status,Изпълнение статус,False,,,True
reports/v72_pipeline_refresh_plan.csv,run_ok,Изпълнение изрядно,False,,,True
reports/v72_pipeline_refresh_plan.csv,run_output_tail,Изпълнение изход опашка,False,,,True
reports/v73_latest_ticket_pack_result.csv,ticket_numbers,Фиш числа,False,,,True
reports/v73_ticket_pack_performance_history.csv,evaluated_at,Оценено на,False,,,True
reports/v73_ticket_pack_performance_history.csv,pack_snapshot_id,Пакет моментно състояние идентификатор,False,,,True
reports/v73_ticket_pack_performance_history.csv,tickets_evaluated,Фишове оценено,False,,,True
reports/v73_ticket_pack_performance_history.csv,physical_tickets_evaluated,Хартиен фишове оценено,False,,,True
reports/v73_ticket_pack_performance_history.csv,combinations_per_physical_ticket,Комбинации за хартиен фиш,False,,,True
reports/v73_ticket_pack_performance_history.csv,best_ticket_id,Най-добър фиш идентификатор,False,,,True
reports/v73_ticket_pack_performance_history.csv,best_combination_label,Най-добър комбинация наименование,False,,,True
reports/v73_ticket_pack_performance_history.csv,best_hit_count,Най-добър попадение брой,False,,,True
reports/v73_ticket_pack_performance_history.csv,package_unique_hits,Пакет уникални познати числа,False,,,True
reports/v73_ticket_pack_performance_history.csv,package_unique_hit_numbers,Пакет уникални попадение числа,False,,,True
reports/v73_ticket_pack_performance_history.csv,tickets_with_0_hits,Фишове с 0 познати числа,False,,,True
reports/v73_ticket_pack_performance_history.csv,tickets_with_1_hit,Фишове с 1 попадение,False,,,True
reports/v73_ticket_pack_performance_history.csv,tickets_with_2_hits,Фишове с 2 познати числа,False,,,True
reports/v73_ticket_pack_performance_history.csv,tickets_with_3_hits,Фишове с 3 познати числа,False,,,True
reports/v73_ticket_pack_performance_history.csv,tickets_with_4_hits,Фишове с 4 познати числа,False,,,True
reports/v73_ticket_pack_performance_history.csv,tickets_with_5_hits,Фишове с 5 познати числа,False,,,True
reports/v73_ticket_pack_performance_history.csv,tickets_with_6_hits,Фишове с 6 познати числа,False,,,True
reports/v74_1_latest_selective_sync_plan.csv,category,Категория,False,,,True
reports/v74_1_latest_selective_sync_plan.csv,role,Роля,False,,,True
reports/v74_model_dependency_map.csv,from,Спрямо,False,,,True
reports/v74_model_dependency_map.csv,to,До,False,,,True
reports/v74_model_dependency_map.csv,type,Тип,False,,,True
reports/v74_model_dependency_map.csv,description,Описание,False,,,True
reports/v74_model_sync_status.csv,datasets,Набори от данни,False,,,True
reports/v74_model_sync_status.csv,inputs,Входове,False,,,True
reports/v74_model_sync_status.csv,outputs_present,Изходи наличен,False,,,True
reports/v74_model_sync_status.csv,dependencies_present,Зависимости наличен,False,,,True
reports/v74_model_sync_status.csv,missing_inputs,Липсващи входни данни,False,,,True
reports/v74_model_sync_status.csv,missing_outputs,Липсващи изходи,False,,,True
reports/v74_model_sync_status.csv,latest_input_mtime,Последен вход време на промяна,False,,,True
reports/v74_model_sync_status.csv,sync_status,Синхронизация статус,False,,,True
reports/v74_model_sync_status.csv,feeds,Източници,False,,,True
reports/v74_model_sync_status.csv,ensemble_source,Ансамбъл източник,False,,,True
reports/v75_neural_candidate_tickets.csv,neural_ticket_score,Невронен фиш оценка,False,,,True
reports/v75_neural_meta_number_scores.csv,neural_score,Невронен оценка,False,,,True
reports/v75_neural_meta_number_scores.csv,номер,Номер,False,,,True
reports/v75_neural_meta_number_scores.csv,четност,Четност,False,,,True
reports/v75_neural_meta_number_scores.csv,ниско_високо,Ниско високо,False,,,True
reports/v75_neural_meta_number_scores.csv,десетица,Десетица,False,,,True
reports/v75_neural_meta_number_scores.csv,разстояние_от_край,Разстояние от край,False,,,True
reports/v75_neural_meta_number_scores.csv,историческа_честота,Историческа честота,False,,,True
reports/v75_neural_meta_number_scores.csv,отклонение_от_очакваното,Отклонение от очакваното,False,,,True
reports/v75_neural_meta_number_scores.csv,честота_последни_25,Честота последни 25,False,,,True
reports/v75_neural_meta_number_scores.csv,честота_последни_50,Честота последни 50,False,,,True
reports/v75_neural_meta_number_scores.csv,честота_последни_100,Честота последни 100,False,,,True
reports/v75_neural_meta_number_scores.csv,gap_от_последна_поява,Интервал от последна поява,False,,,True
reports/v75_neural_meta_number_scores.csv,overdue_сигнал,Просрочване сигнал,False,,,True
reports/v75_neural_meta_number_scores.csv,кратък_тренд,Кратък тренд,False,,,True
reports/v76_number_explanations.csv,percentile,Персентил,False,,,True
reports/v76_number_explanations.csv,signal_level,Сигнал ниво,False,,,True
reports/v76_number_explanations.csv,score_band,Оценка диапазон,False,,,True
reports/v76_number_explanations.csv,historical_frequency,Исторически честотен,False,,,True
reports/v76_number_explanations.csv,recent_25,Появявания в последните 25 тиража,False,,,True
reports/v76_number_explanations.csv,gap_from_last_seen,Интервал спрямо последен поява,False,,,True
reports/v76_number_explanations.csv,overdue_signal,Просрочване сигнал,False,,,True
reports/v76_number_explanations.csv,short_trend,Кратък тенденция,False,,,True
reports/v76_number_explanations.csv,main_reasons,Основни причини,False,,,True
reports/v76_number_explanations.csv,caution_notes,Бележки за внимание,False,,,True
reports/v76_ticket_validation.csv,explainability_score,Оценка за обяснимост,False,,,True
reports/v76_ticket_validation.csv,adjacent_pairs,Съседни двойки,False,,,True
reports/v76_ticket_validation.csv,decade_groups,Десетилетие групи,False,,,True
reports/v76_ticket_validation.csv,top10_overlap,Припокриване с водещите 10,False,,,True
reports/v76_ticket_validation.csv,validation_status,Проверка статус,False,,,True
reports/v76_ticket_validation.csv,warnings,Предупреждения,False,,,True
reports/v76_validation_warnings.csv,item,Елемент,False,,,True
reports/v76_validation_warnings.csv,warning,Предупреждение,False,,,True
reports/v77_decision_warnings.csv,recommendation_level,Ниво на препоръката,False,,,True
reports/v77_decision_warnings.csv,decision_score,Решение оценка,False,,,True
reports/v77_ticket_recommendations.csv,decision_action,Решение действие,False,,,True
reports/v77_ticket_recommendations.csv,structure_score,Оценка на структурата,False,,,True
reports/v78_play_plan_warnings.csv,plan_role,План роля,False,,,True
reports/v78_play_plan_warnings.csv,risk_level,Риск ниво,False,,,True
reports/v78_selected_ticket_plan.csv,plan_rank,План класиране,False,,,True
reports/v78_selected_ticket_plan.csv,plan_action,План действие,False,,,True
reports/v78_selected_ticket_plan.csv,discipline_note,Дисциплина бележка,False,,,True
reports/v79_execution_checklist.csv,check_item,Елемент за проверка,False,,,True
reports/v79_export_ticket_pack.csv,export_order,Износ ред,False,,,True
reports/v79_export_ticket_pack.csv,numbers_compact,Числа компактен,False,,,True
reports/v79_export_ticket_pack.csv,export_status,Износ статус,False,,,True
reports/v79_export_ticket_pack.csv,execution_note,Изпълнение бележка,False,,,True
reports/v80_artifact_audit.csv,artifact,Артефакт,False,,,True
reports/v80_artifact_audit.csv,kind,Вид,False,,,True
reports/v80_artifact_audit.csv,parse_ok,Прочитане изрядно,False,,,True
reports/v80_dataset_audit.csv,rows,Комбинации,False,,,True
reports/v80_dataset_audit.csv,rows_2026,Комбинации 2026,False,,,True
reports/v80_dataset_audit.csv,latest_date,Последен дата,False,,,True
reports/v80_dataset_audit.csv,latest_numbers,Последен числа,False,,,True
reports/v80_dataset_audit.csv,invalid_rows,НЕВАЛИДНО комбинации,False,,,True
reports/v80_dataset_audit.csv,duplicate_keys,Дубликат ключове,False,,,True
reports/v80_file_quality_audit.csv,check_type,Проверка тип,False,,,True
reports/v80_sync_plan_audit.csv,plan_name,План наименование,False,,,True
reports/v80_sync_plan_audit.csv,expected_steps,Очакван етапи,False,,,True
reports/v80_sync_plan_audit.csv,actual_steps,Действителни етапи,False,,,True
reports/v81_navigation_groups.csv,group_order,Група ред,False,,,True
reports/v81_navigation_groups.csv,group_name,Име на групата,False,,,True
reports/v81_navigation_groups.csv,pages_count,Страници брой,False,,,True
reports/v81_navigation_groups.csv,expected_group,Очакван група,False,,,True
reports/v81_navigation_page_audit.csv,page_order,Страница ред,False,,,True
reports/v81_navigation_page_audit.csv,page_label,Страница наименование,False,,,True
reports/v81_navigation_page_audit.csv,literal_page_key_found,Текст страница ключ намерен,False,,,True
reports/v81_navigation_page_audit.csv,duplicate_groups,Дубликат групи,False,,,True
reports/v81_streamlit_label_audit.csv,count_in_streamlit_app,Брой в приложението,False,,,True
reports/v82_clean_zip_exclusion_plan.csv,pattern,Шаблон,False,,,True
reports/v82_release_file_manifest.csv,release_relevant,Издание относим,False,,,True
reports/v83_app_guide_sections.csv,section_order,Раздел ред,False,,,True
reports/v83_app_guide_sections.csv,section,Раздел,False,,,True
reports/v83_app_guide_sections.csv,purpose,Предназначение,False,,,True
reports/v83_app_guide_sections.csv,user_action,Потребител действие,False,,,True
reports/v83_recommended_workflow.csv,step_order,Етап ред,False,,,True
reports/v83_recommended_workflow.csv,page,Страница,False,,,True
reports/v83_recommended_workflow.csv,when_to_use,Кога до употреба,False,,,True
reports/v83_recommended_workflow.csv,expected_result,Очакван резултат,False,,,True
reports/v83_recommended_workflow.csv,caution,Внимание,False,,,True
reports/v83_safe_usage_checklist.csv,check_order,Проверка ред,False,,,True
reports/v83_safe_usage_checklist.csv,recommended_behavior,Препоръчано поведение,False,,,True
reports/v83_safe_usage_checklist.csv,risk_if_ignored,Риск ако игнориран,False,,,True
reports/v84_model_comparison_results.csv,target_draw_index,Целеви тираж номер,False,,,True
reports/v84_model_comparison_results.csv,target_draw_date,Целеви тираж дата,False,,,True
reports/v84_model_comparison_results.csv,target_numbers,Изтеглени числа,False,,,True
reports/v84_model_comparison_results.csv,hits_count,Познати числа брой,False,,,True
reports/v84_model_comparison_results.csv,result_bucket,Резултат група,False,,,True
reports/v84_model_source_candidates.csv,source_priority,Източник приоритет,False,,,True
reports/v85_neural_epoch_comparison.csv,epochs,Епохи,False,,,True
reports/v85_neural_epoch_comparison.csv,train_loss,Обучение загуба,False,,,True
reports/v85_neural_epoch_comparison.csv,loss_start,Загуба начало,False,,,True
reports/v85_neural_epoch_comparison.csv,loss_delta,Загуба промяна,False,,,True
reports/v85_neural_epoch_comparison.csv,train_avg_hits_top6,Обучение средно познати числа водещи 6,False,,,True
reports/v85_neural_epoch_comparison.csv,train_max_hits_top6,Обучение най-висок познати числа водещи 6,False,,,True
reports/v85_neural_epoch_comparison.csv,test_avg_hits_top6,Тест средно познати числа водещи 6,False,,,True
reports/v85_neural_epoch_comparison.csv,test_max_hits_top6,Тест най-висок познати числа водещи 6,False,,,True
reports/v85_neural_epoch_comparison.csv,test_events_evaluated,Тест Събития оценено,False,,,True
reports/v85_neural_epoch_comparison.csv,latest_top6_numbers,Последен водещи 6 числа,False,,,True
